Nummer,German Sentiment Classification with BERT,German Sentiment Analysis,XMLRoBERTaGerman,textblob_de,NLTK Vader,spaCy,DistilBERT base uncased finetuned SST-2,bertweet,Twitter-roBERTa-base
56,-0.9651690516620874,-0.5049532055854797,-0.0270657306537032,0.0,-0.4404,-0.0883333333333333,-0.9977994532091544,-0.960726887686178,-0.8311162851750851
57,-0.0174202248454093,-0.6381068453192711,-0.8040289953351021,0.0,0.1815,0.0777777777777777,-0.9967368636280298,-0.8098355531692505,-0.7331873178482056
58,-0.0082078762352466,-0.020481988787651,-0.2950288653373718,0.0,0.0,0.0,0.9828282622620464,0.0510999811813235,0.1337925195693969
59,-0.0120128020644187,-0.0983885377645492,-0.0176849991548806,0.0,0.4588,0.05625,-0.9963187532266602,-0.4822581307962537,-0.5231198482215405
60,-0.0279418844729661,0.0286405235528945,-1.5797886590007693e-05,0.0,0.4404,0.3333333333333333,-0.9885753644630312,0.1709551084786653,0.3392175063490867
61,-0.9385593328624964,0.2486606538295745,-0.40721495449543,0.0,0.25,0.0,0.9962752137798816,0.7093123535159975,0.6915531088598073
62,0.8003262728452682,0.4695463329553604,0.1614771783351898,1.0,0.8458,0.575,0.9997506242361852,0.988883059239015,0.981106262654066
63,0.9531564824283124,0.462642177939415,0.9977355628507212,0.6666666666666666,0.9194,0.4425,0.9994055166607724,0.9902772451750934,0.9846697729080915
64,0.942557530477643,0.044366106390953,0.7953681256622076,0.35,0.7964,0.18,0.9972711590817198,0.8906336538493633,0.3464527726173401
65,-9.201661214319756e-06,-0.6199154183268547,-0.002437817514874,-1.0,-0.4588,0.0,-0.9969067921629176,-0.9170161422807724,-0.8850757433101535
66,-0.0232565496116876,-0.6725963279604912,-0.5943639650940895,0.0,-0.6124,0.2,-0.9956369933206588,-0.9404062167741358,-0.8382233493030071
67,0.977409290149808,0.4025828093290329,0.9808428045362234,0.8999999999999999,0.8682,0.421875,0.9996728672704194,0.9906760966405272,0.9755749278701842
68,-0.0001829233879107,-0.2248978167772293,-0.5594087317585945,-0.05,-0.5106,-0.0382936507936508,-0.9982224712730384,-0.0107684731483459,-0.4263129979372024
69,-0.9667030163109304,-0.7351507917046547,-0.6316753840073943,0.0,0.0,-0.1,-0.9966545867500828,-0.7656062860041857,-0.5106478575617075
70,-0.9806453017517924,-0.5517290830612183,-0.9046589583158492,0.0,0.0,-0.3,-0.9996100723365088,-0.9425126053392888,-0.715182151645422
71,-0.949093796312809,-0.6645572483539581,-0.990124587668106,-0.5,-0.4767,-0.575,-0.9988876696443184,-0.9619456578511744,-0.9273521266877652
72,-0.0036135130794718,-0.2243282571434974,-5.744580994360149e-05,0.7,0.5106,0.1333333333333333,-0.9943414190784096,-0.1264597978442907,-0.2346206903457641
73,-0.9932531821541488,0.0563912987709045,-0.9318306520581244,0.0,0.1134,0.1277777777777778,0.9979498306056483,0.6813764907419682,0.2994453310966491
74,-0.6580850835889578,-0.65177883207798,-0.9528199657797812,-1.0,-0.1531,-0.5,-0.9871933124959468,-0.9520535692572594,-0.878929884172976
75,-0.8935852013528347,-0.5801896527409554,-0.1699735634028911,0.35,-0.296,0.4,0.9926515712868422,-0.9752691050525756,-0.929219992365688
76,-0.9933096792083234,-0.7166784703731537,-0.9824680187739432,0.35,0.5719,0.2,-0.994933582143858,-0.9752105900552124,-0.9321073493920268
77,-0.8442849889397621,-0.6103919968008995,-0.981182986870408,-0.075,-0.867,-0.0828571428571428,-0.999421954562422,-0.9705739954952152,-0.9006806123070419
78,0.9692985201254488,0.0694726407527923,0.8212956562638283,0.0,0.8057,0.1279296875,0.9990835018397776,0.9907341522630304,0.9840235644951464
79,-0.0272074453532695,-0.5189360976219177,-0.1749168410897255,0.85,0.4404,0.0583333333333333,-0.9948031548410654,-0.6430607438087463,-0.6854944657534361
80,-0.0075959712266922,-0.1735574305057525,-5.629485531244427e-05,0.0,0.0,0.0,0.8317597731947899,0.2461824407801032,0.071615345776081
81,0.0084700118750333,0.2174888402223587,0.9816292603500189,0.85,0.4927,0.2989285714285714,0.999595768385916,0.9901956155663356,0.9735109817702324
82,-0.9851865121163428,-0.6076110154390335,-0.9924327231710776,-0.05,-0.7556,-0.1916666666666666,-0.999133668577997,-0.9499331880360842,-0.8285543024539948
83,0.944140113890171,0.4578979313373565,-0.0003033890388906,0.5,0.9061,0.5875,0.5106307715177536,0.9842314864508808,0.9702808046713473
84,0.8568325936794281,-0.5211026668548584,-0.1771153509616851,-0.175,0.0,0.0,-0.9954214480239898,-0.9713097976054996,-0.6587417554110289
85,-0.0206718984991312,-0.6426045298576355,-0.9952547756256536,0.7,0.0,0.0,-0.9946428306866436,-0.8752187313511968,-0.7840765621513128
86,-0.9878604453988372,-0.2832449972629547,-0.9801437226124108,0.2333333333333333,-0.4391,-0.1492063492063492,-0.9973744407761842,-0.9785998216830194,-0.940992067568004
87,0.9617315456271172,-0.4109864234924316,-0.9374317117035388,-1.0,-0.4767,-0.6499999999999999,-0.9995011454157066,-0.9600140089169144,-0.5550042912364006
88,-0.789788730442524,-0.7411860749125481,-0.4833160787820816,-1.0,-0.4588,-0.1,-0.9962861717212944,-0.9756912796292454,-0.9390551862306892
89,0.9754810966551304,0.5882707387208939,0.9852154701948166,0.7,0.6588,1.0,0.9997446289198706,0.980259999167174,0.9669051365926862
90,0.7847084328532219,0.2884542942047119,0.0006159167387522,0.7999999999999999,0.5859,0.3,0.9997544868529076,0.9536992551293224,0.9251669929362832
91,-0.0040201107040047,0.0140173137187957,0.0015912370290607,0.425,0.9001,0.075,0.9890766888856888,0.9117026140447706,0.6680725589394569
92,-0.9349468275904655,0.5213588327169418,0.3173162937164306,0.175,0.5328,0.4333333333333333,0.8617154806852341,-0.3168848492205143,0.5183511972427368
93,-0.0591273787431418,-0.6594717651605606,-0.3954647928476333,0.2333333333333333,-0.636,-0.25,-0.998421491472982,-0.9628583418671042,-0.8751307036727667
94,-0.8798167165368795,-0.537487119436264,-0.0133309355005621,0.0,0.3182,0.3333333333333333,-0.9957069584634156,-0.939173998311162,-0.7349822018295527
95,-0.0034087976673617,0.0681469291448593,-0.01578602893278,0.0,0.2235,0.0,-0.9893597988411784,-0.0307982396334409,-0.0445812828838825
96,-0.8723740335553885,-0.2680101841688156,-0.9411708880215884,-0.175,0.0951,0.125,-0.9964156532660128,-0.8565220898017287,-0.8151837550103664
97,-0.0007477685576304,-0.1825012490153312,6.216345354914665e-06,1.0,0.6705,0.0625,-0.722537487745285,0.0399085520766675,0.0631022825837135
98,-0.0409771669656038,-0.518916592001915,-0.1368644386529922,0.0,-0.5063,0.0,-0.9806307246908544,-0.948633619118482,-0.8014852982014418
99,0.9648889685049652,0.241858884692192,0.9619407020509244,0.7,0.7964,0.3541666666666666,0.974966237321496,0.986146608251147,0.8463051235303283
100,-0.0088739246129989,0.6525098532438278,0.0627789292484521,1.0,0.8442,1.0,0.9991832614468876,0.9837180849863216,0.9738051639869808
