Tool,Radius_Manual,Radius_Model,F1_Score
German Sentiment Classification with BERT,0.17,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.17,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.17,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.17,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.18000000000000002,0.15,0.5840668470778142
German Sentiment Classification with BERT,0.18000000000000002,0.16,0.5840668470778142
German Sentiment Classification with BERT,0.18000000000000002,0.17,0.5760517111989012
German Sentiment Classification with BERT,0.18000000000000002,0.18000000000000002,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.19000000000000003,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.20000000000000004,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.21000000000000005,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.22000000000000006,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.23000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.24000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.2500000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.2600000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.18000000000000002,0.27000000000000013,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.28000000000000014,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.29000000000000015,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.30000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.31000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.3200000000000002,0.5761333884525285
German Sentiment Classification with BERT,0.18000000000000002,0.3300000000000002,0.5664704233249229
German Sentiment Classification with BERT,0.18000000000000002,0.3400000000000002,0.5585634626524018
German Sentiment Classification with BERT,0.18000000000000002,0.3500000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.3600000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.3700000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.3800000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.39000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.40000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.41000000000000025,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.42000000000000026,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.43000000000000027,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.4400000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.4500000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.18000000000000002,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.18000000000000002,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.18000000000000002,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.18000000000000002,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.19000000000000003,0.15,0.5840668470778142
German Sentiment Classification with BERT,0.19000000000000003,0.16,0.5840668470778142
German Sentiment Classification with BERT,0.19000000000000003,0.17,0.5760517111989012
German Sentiment Classification with BERT,0.19000000000000003,0.18000000000000002,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.19000000000000003,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.20000000000000004,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.21000000000000005,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.22000000000000006,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.23000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.24000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.2500000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.2600000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.19000000000000003,0.27000000000000013,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.28000000000000014,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.29000000000000015,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.30000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.31000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.3200000000000002,0.5761333884525285
German Sentiment Classification with BERT,0.19000000000000003,0.3300000000000002,0.5664704233249229
German Sentiment Classification with BERT,0.19000000000000003,0.3400000000000002,0.5585634626524018
German Sentiment Classification with BERT,0.19000000000000003,0.3500000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.3600000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.3700000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.3800000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.39000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.40000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.41000000000000025,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.42000000000000026,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.43000000000000027,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.4400000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.4500000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.19000000000000003,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.19000000000000003,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.19000000000000003,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.19000000000000003,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.20000000000000004,0.15,0.5840668470778142
German Sentiment Classification with BERT,0.20000000000000004,0.16,0.5840668470778142
German Sentiment Classification with BERT,0.20000000000000004,0.17,0.5760517111989012
German Sentiment Classification with BERT,0.20000000000000004,0.18000000000000002,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.19000000000000003,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.20000000000000004,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.21000000000000005,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.22000000000000006,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.23000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.24000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.2500000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.2600000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.20000000000000004,0.27000000000000013,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.28000000000000014,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.29000000000000015,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.30000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.31000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.3200000000000002,0.5761333884525285
German Sentiment Classification with BERT,0.20000000000000004,0.3300000000000002,0.5664704233249229
German Sentiment Classification with BERT,0.20000000000000004,0.3400000000000002,0.5585634626524018
German Sentiment Classification with BERT,0.20000000000000004,0.3500000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.3600000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.3700000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.3800000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.39000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.40000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.41000000000000025,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.42000000000000026,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.43000000000000027,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.4400000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.4500000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.20000000000000004,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.20000000000000004,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.20000000000000004,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.20000000000000004,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.21000000000000005,0.15,0.5840668470778142
German Sentiment Classification with BERT,0.21000000000000005,0.16,0.5840668470778142
German Sentiment Classification with BERT,0.21000000000000005,0.17,0.5760517111989012
German Sentiment Classification with BERT,0.21000000000000005,0.18000000000000002,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.19000000000000003,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.20000000000000004,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.21000000000000005,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.22000000000000006,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.23000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.24000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.2500000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.2600000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.21000000000000005,0.27000000000000013,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.28000000000000014,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.29000000000000015,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.30000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.31000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.3200000000000002,0.5761333884525285
German Sentiment Classification with BERT,0.21000000000000005,0.3300000000000002,0.5664704233249229
German Sentiment Classification with BERT,0.21000000000000005,0.3400000000000002,0.5585634626524018
German Sentiment Classification with BERT,0.21000000000000005,0.3500000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.3600000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.3700000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.3800000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.39000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.40000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.41000000000000025,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.42000000000000026,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.43000000000000027,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.4400000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.4500000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.21000000000000005,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.21000000000000005,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.21000000000000005,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.21000000000000005,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.22000000000000006,0.15,0.5840668470778142
German Sentiment Classification with BERT,0.22000000000000006,0.16,0.5840668470778142
German Sentiment Classification with BERT,0.22000000000000006,0.17,0.5760517111989012
German Sentiment Classification with BERT,0.22000000000000006,0.18000000000000002,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.19000000000000003,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.20000000000000004,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.21000000000000005,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.22000000000000006,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.23000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.24000000000000007,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.2500000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.2600000000000001,0.5760223829273846
German Sentiment Classification with BERT,0.22000000000000006,0.27000000000000013,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.28000000000000014,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.29000000000000015,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.30000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.31000000000000016,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.3200000000000002,0.5761333884525285
German Sentiment Classification with BERT,0.22000000000000006,0.3300000000000002,0.5664704233249229
German Sentiment Classification with BERT,0.22000000000000006,0.3400000000000002,0.5585634626524018
German Sentiment Classification with BERT,0.22000000000000006,0.3500000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.3600000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.3700000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.3800000000000002,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.39000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.40000000000000024,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.41000000000000025,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.42000000000000026,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.43000000000000027,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.4400000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.4500000000000003,0.5604812509170177
German Sentiment Classification with BERT,0.22000000000000006,0.4600000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.22000000000000006,0.4700000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.22000000000000006,0.4800000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.22000000000000006,0.4900000000000003,0.5609022556390978
German Sentiment Classification with BERT,0.23000000000000007,0.15,0.6181617748380873
German Sentiment Classification with BERT,0.23000000000000007,0.16,0.6181617748380873
German Sentiment Classification with BERT,0.23000000000000007,0.17,0.6097161191323149
German Sentiment Classification with BERT,0.23000000000000007,0.18000000000000002,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.19000000000000003,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.20000000000000004,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.21000000000000005,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.22000000000000006,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.23000000000000007,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.24000000000000007,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.2500000000000001,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.2600000000000001,0.6095558951560619
German Sentiment Classification with BERT,0.23000000000000007,0.27000000000000013,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.28000000000000014,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.29000000000000015,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.30000000000000016,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.31000000000000016,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.3200000000000002,0.6095489223088867
German Sentiment Classification with BERT,0.23000000000000007,0.3300000000000002,0.5995856803364442
German Sentiment Classification with BERT,0.23000000000000007,0.3400000000000002,0.5912632625994695
German Sentiment Classification with BERT,0.23000000000000007,0.3500000000000002,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.3600000000000002,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.3700000000000002,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.3800000000000002,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.39000000000000024,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.40000000000000024,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.41000000000000025,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.42000000000000026,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.43000000000000027,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.4400000000000003,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.4500000000000003,0.5928924876293298
German Sentiment Classification with BERT,0.23000000000000007,0.4600000000000003,0.5932254879623301
German Sentiment Classification with BERT,0.23000000000000007,0.4700000000000003,0.5932254879623301
German Sentiment Classification with BERT,0.23000000000000007,0.4800000000000003,0.5932254879623301
German Sentiment Classification with BERT,0.23000000000000007,0.4900000000000003,0.5932254879623301
German Sentiment Classification with BERT,0.24000000000000007,0.15,0.6079338379590693
German Sentiment Classification with BERT,0.24000000000000007,0.16,0.6079338379590693
German Sentiment Classification with BERT,0.24000000000000007,0.17,0.5995808005732005
German Sentiment Classification with BERT,0.24000000000000007,0.18000000000000002,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.19000000000000003,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.20000000000000004,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.21000000000000005,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.22000000000000006,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.23000000000000007,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.24000000000000007,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.2500000000000001,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.2600000000000001,0.5995087133852429
German Sentiment Classification with BERT,0.24000000000000007,0.27000000000000013,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.28000000000000014,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.29000000000000015,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.30000000000000016,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.31000000000000016,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.3200000000000002,0.5995856803364442
German Sentiment Classification with BERT,0.24000000000000007,0.3300000000000002,0.5894426863572434
German Sentiment Classification with BERT,0.24000000000000007,0.3400000000000002,0.5811965811965812
German Sentiment Classification with BERT,0.24000000000000007,0.3500000000000002,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.3600000000000002,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.3700000000000002,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.3800000000000002,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.39000000000000024,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.40000000000000024,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.41000000000000025,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.42000000000000026,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.43000000000000027,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.4400000000000003,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.4500000000000003,0.5828338328338328
German Sentiment Classification with BERT,0.24000000000000007,0.4600000000000003,0.5832364153259676
German Sentiment Classification with BERT,0.24000000000000007,0.4700000000000003,0.5832364153259676
German Sentiment Classification with BERT,0.24000000000000007,0.4800000000000003,0.5832364153259676
German Sentiment Classification with BERT,0.24000000000000007,0.4900000000000003,0.5832364153259676
German Sentiment Classification with BERT,0.2500000000000001,0.15,0.6079338379590693
German Sentiment Classification with BERT,0.2500000000000001,0.16,0.6079338379590693
German Sentiment Classification with BERT,0.2500000000000001,0.17,0.5995808005732005
German Sentiment Classification with BERT,0.2500000000000001,0.18000000000000002,0.5995087133852429
German Sentiment Classification with BERT,0.2500000000000001,0.19000000000000003,0.5995087133852429
German Sentiment Classification with BERT,0.2500000000000001,0.20000000000000004,0.5995087133852429
German Sentiment Classification with BERT,0.2500000000000001,0.21000000000000005,0.5995087133852429
